"View Detail","Federal Fiscal Year","CCMP Action","Project Name","Describe Activities Funded","Role Description","Admin Op","Public Ed","Reporting Year","Land Acq","Non Pt","Mon Res","Restor","Sewer","Stormw","Wastew","Other","Fed Cash","Federal In Kind","State Cash","State In Kind","Local Cash","Local In Kind","Private Cash","Private In Kind","Total Cash","Total In Kind","NEP Comments","HQ Comments","Region Comments","NEP Status","Region","State","NEP Name","HQ Status","Region Status","Role Name","Creation Date","Last Modified"
"39243","2019","Public Education and Involvement (PE-1)","Tampa Bay Water Atlas","USF will maintain the TBEP, Pinellas County and Manatee County Water Atlas Program websites; redesign the website user-interface to better serve the needs of Water Atlas users and sponsors; create a seagrass transect data portal usable by field staff and multiple users to input and retrieve data; create an oyster habitat suitability index for Tampa Bay based on several geo-referenced data sets; and add GIS data layers to a Tampa Bay Water Atlas section of the USF Water Institute’s Open-data Portal.","TBEP requested funding from Pinellas County and Manatee County to update and maintain Tampa Bay Water Atlas.","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","0","0","50000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","20-AUG-2019 10:56AM","03-SEP-2019 02:02PM"
"39319","2019","Bay Habitat (BH-1), Water Quality & Sediment (WQ-1), Public Education and Involvement (PE-1)","SAFETY HARBOR LIVING SHORELINE AND SPRING OUTFALL RESTORATION PROJECT","The City will hire an environmental scientist and coastal engineer to design and permit the proposed restoration activities, which constitutes a portion of the match required for this grant.  Additionally, the City will hire a contractor to remove the existing seawall, headwall, and portion of the outflow pipe, as well as any non-native, invasive species or other debris. The contractor will also be responsible for conducting necessary grading and installation of rip rap, geotextile, piping, clean sand, and installation of oyster habitat along with City staff’s assistance. The City will coordinate community volunteers to install native wetland/ transitional plants along the top of bank.","Tampa Bay Estuary applied for TBERF funding to fund Spring Outfall project. City is required to provide equivalent cash and/or in-kind match.","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","78500","0","0","0","78500","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","23-AUG-2019 10:59AM","03-SEP-2019 01:42PM"
"39241","2019","Bay Habitat-1 Implement the Tampa Bay Habitat Master Plan.","Hard Bottom Mapping and Characterization in Tampa Bay","Contract with CSA Ocean Sciences (official name) to conduct a hard bottom habitat assessment of Tampa Bay.","TBEP applied for a received Cooperative Agreement funding directly from Pinellas County for this project.","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","23000","0","0","0","23000","0","-","-","Please spell out CSA?  Also under CCMP Action.  Cannot use acronyms BH-1. Please add the CCMP Bay Habitat (BH) goal/activity BH-1.   (9/6/2019 6:04:18 pm)  
Thank you. (9/25/2019 12:43:14 pm)","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","20-AUG-2019 09:54AM","17-SEP-2019 09:12AM"
"38306","2018","WQ-1, BH-1, PE-1","2018 Tampa Bay Environmental Restoration Fund - Hillsborough County","Cooperative Funding agreement between the Tampa Bay Estuary Program and Hillsborough County to provide local partners with a source of funding for restoration projects to include in the Tampa Bay Environmental Restoration Fund.  Grant funds cannot be used for political advocacy, fundraising, lobbying or litigation activities or to support projects resulting from legally mandated mitigation projects. The Fund cannot provide funds for general administrative overhead or indirect expenses.","The Tampa Bay Estuary Program directly applied for and received cash funding to support the Tampa Bay Environmental Restoration Fund.  Cooperative Funding agreement between the Tampa Bay Estuary Program and Hillsborough County to provide local partners with a source of funding for restoration projects in Tampa Bay.","0","0","0","0","0","50","50","0","0","0","0","0","0","0","0","110000","0","0","0","110000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","14-AUG-2018 01:28PM","14-AUG-2018 01:28PM"
"38921","2018","IS-1, BH-1, WQ-1","Gulf Coast Ecosystem Restoration Council Comprehensive Plan Component (RESTORE)","This action approves an award in the amount of $1,459,909 for the Tampa Bay Estuary Program to advance protection and restoration of Tampa Bay by
addressing issues such as invasive species (Cockroach Bay, Robinson Preserve, Copeland Park), habitat restoration (Fort Desoto, Robinson Preserve) and
climate change (Biosolids) identified in the Charting the Course, a Comprehensive Conservation and Management Plan for Tampa Bay.","TBEP applied for and received cooperative agreement funding from the Gulf Coast Ecosystem Restoration Council Comprehensive Plan Component (RESTORE).  The RESTORE Council awarded the grant through the EPA Gulf of Mexico to TBEP on August 30, 2018 in the amount of $1,459,909 for the Tampa Bay Estuary Program to advance protection and restoration of Tampa Bay by addressing issues such as invasive species (Cockroach Bay, Robinson Preserve, Copeland Park), habitat restoration (Fort Desoto, Robinson Preserve) and climate change (Biosolids) identified in the Charting the Course, a Comprehensive Conservation and Management Plan for Tampa Bay.","7","0","0","0","0","19","36","0","19","19","0","1459909","0","0","0","0","0","0","0","1459909","0","-","Ron, the % investment somehow was over 100. I didn't want to decide which category to shave off, so sending this to you to make that determination. Thanks. (10/16/2018 11:11:47 am)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","12-SEP-2018 09:47AM","30-OCT-2018 02:57PM"
"38308","2018","BH-1, WQ-1, PE-1","2018 - TAMPA BAY ENVIRONMENTAL RESTORATION FUND - SWFWMD","Tampa Bay Environmental Restoration Fund supports local habitat restoration and water quality projects throughout the watershed.  Grant funds cannot be used for political advocacy, fundraising, lobbying or litigation activities or to support projects resulting from legally mandated mitigation projects. The Fund cannot provide funds for general administrative overhead or indirect expenses.  The founding partners of TBERF are the Tampa Bay Estuary Program, Restore America's Estuaries, Southwest Florida Water Management District, and The Mosaic Company.","Tampa Bay Estuary Program applied for and received cash funding for the Tampa Bay Environmental Restoration Fund.  Tampa Bay Environmental Restoration Fund supports local habitat restoration and water quality projects throughout the watershed.  The Tampa Bay Environmental Restoration Fund (TBERF) is a competitive grants program with the goal of funding projects which restore and protect Tampa Bay and its watershed. It is managed through a strategic partnership between the (TBEP) and Restore America’s Estuaries (RAE), who work together to encourage local and national contributions from the public and private sectors and achieve measurable conservation outcomes.","0","0","0","0","0","50","50","0","0","0","0","0","0","0","0","350000","0","0","0","350000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","14-AUG-2018 02:08PM","14-AUG-2018 02:08PM"
"38310","2018","BH-1, WQ-1, PE-1","2018 - Tampa Bay Estuary Program Pinellas County","The Tampa Bay Environmental Restoration Funds supports local habitat restoration and water quality projects in the watershed.","Tampa Bay Estuary Program applied for and received cash funding from Pinellas County to support the Tampa Bay Environmental Restoration Fund. The Tampa Bay Environmental Restoration Fund (TBERF) is a competitive grants program with the goal of funding projects which restore and protect Tampa Bay and its watershed. It is managed through a strategic partnership between the (TBEP) and Restore America’s Estuaries (RAE), who work together to encourage local and national contributions from the public and private sectors and achieve measurable conservation outcomes.","0","0","0","0","0","50","50","0","0","0","0","0","0","0","0","50000","0","0","0","50000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","14-AUG-2018 02:31PM","14-AUG-2018 02:31PM"
"38927","2018","BH-1, PE-1","Specialty License Plate - Bay Mini-Grants","Revenue from the sales of the Tampa Bay Estuary Specialty License Plate is used for a competitive community grants program for projects addressing CCMP Actions; primarily bay restoration and education projects. The Bay Mini-Grant Program is financed by annual sales of the Tampa Bay Estuary specialty license plate, also known as the ""tarpon tag."" The Program seeks individual proposals for amounts not exceeding $5,000. Grant monies are dispensed through reimbursement of expenses related to the grant project.","This revenue to the Tampa Bay Estuary Program from the sales of the Tampa Bay Estuary Specialty License Plate which is used for a competitive community grants program for projects addressing CCMP Actions; primarily bay restoration and education projects. The Bay Mini-Grant Program is financed by annual sales of the Tampa Bay Estuary specialty license plate, also known as the ""tarpon tag.""  The Program seeks individual proposals for amounts not exceeding $5,000. Grant monies are dispensed through reimbursement of expenses related to the grant project.","0","50","0","0","0","0","50","0","0","0","0","0","0","100000","0","0","0","0","0","100000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","12-SEP-2018 10:16AM","12-SEP-2018 10:16AM"
"38924","2018","WQ-1 – Implement Nitrogen Management Goals for Tampa Bay, BH-8 – Expand Habitat Mapping and Monitoring, PE-1 – Public Involvement","Tampa Bay Estuary Atlas 2017-2018","The Atlas consolidates a wide variety of bay-related information from multiple agencies and disseminates the information to the public, decision makers, and the scientific community. The Atlas is an interactive web site designed be make science and watershed management understandable to all stakeholders.","TBEP receives direct funding from Pinellas County and Manatee County to coordinate the maintenance of the Tampa Bay Estuary Atlas 2017-2018.  The Atlas consolidates a wide variety of bay-related information from multiple agencies and disseminates the information to the public, decision makers, and the scientific community. The Atlas is an interactive web site designed be make science and watershed management understandable to all stakeholders.","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","0","0","50000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","12-SEP-2018 10:07AM","12-SEP-2018 10:07AM"
"38923","2018","BH-1, WQ-1","Identify Ecologically Important Shorelines Potentially Impacted by Ship Traffic in Tampa Bay.","Objectives:  
1) Identify the frequency and magnitude of vessel generated wave interactions on shorelines along the major shipping corridors in Tampa Bay;
2) Overlay information on ecologically-sensitive shorelines, critical coastal habitats, and/or important sites for biota (e.g. foraging, nesting, or nursery sites for estuarine biota) with information garnered from (1) above. 
3) Using best-available data and/or model outputs assimilated from 1) and 2) above, develop a map of ecologically important shorelines which could be impacted by vessel traffic.
4)  With input from the TBEP Technical Advisory Committee and stakeholders, prioritize areas for future mitigation/restoration activities, based on results of 1-3 above.","TBEP staff applied for and received funding from US Fish and Wildlife Service to conduct this study to identify Ecologically Important Shorelines Potentially Impacted by Ship Traffic in Tampa Bay.   With input from the TBEP Technical Advisory Committee and stakeholders, TBEP prioritized areas for future mitigation/restoration activities.","0","0","0","0","0","100","0","0","0","0","0","24000","0","0","0","0","0","0","0","24000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","12-SEP-2018 10:03AM","12-SEP-2018 10:03AM"
"38922","2018","WQ-1","SPARROW MODEL","Cooperative funding agreement to develop a dynamic SPARROW water quality decision support system using NASA remotely-sensed Products.","TBEP applied for and received funding from the NASA/NRA Research Opportunities grant program (Roses 2016); SPARROW MODEL. Cooperative funding agreement to develop a dynamic SPARROW water quality decision support system using NASA remotely-sensed Products.","0","0","0","0","0","100","0","0","0","0","0","12000","0","0","0","0","0","0","0","12000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","12-SEP-2018 09:56AM","12-SEP-2018 09:56AM"
"38309","2018","BH-1, WQ-1, PE-1","2018 - TAMPA BAY ENVIRONMENTAL RESTORATION FUND - FLORIDA DEPT. OF TRANSPORTATION","Funds will go toward habitat restoration and/or Water quality project(s) within the watershed.","Tampa Bay Estuary Program applied for and received cash funding from FDOT to support the TBERF projects.  The Tampa Bay Environmental Restoration Fund (TBERF) is a competitive grants program with the goal of funding projects which restore and protect Tampa Bay and its watershed. It is managed through a strategic partnership between the (TBEP) and Restore America’s Estuaries (RAE), who work together to encourage local and national contributions from the public and private sectors and achieve measurable conservation outcomes.  Funds will go toward habitat restoration and/or Water quality project(s) within the watershed.","0","0","0","0","0","50","50","0","0","0","0","0","0","300000","0","0","0","0","0","300000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","14-AUG-2018 02:13PM","14-AUG-2018 02:13PM"
"38305","2018","BH-1, WQ-1, PE-1","2017-2018 Cooperative Agreement and Annual Workplan.","CCMP implementation. Staff salary, benefits, overhead. Benthic and Seagrass Monitoring Program. Tech Support and Data Management. Habitat Restoration Assessment, High Priority Science Needs, ArcGIS license and Cell Phone Survey App,
Community Information and Publications,Give A Day Support, Communication Support, Bay Soundings, CAC Education Campaign","TBEP applied for and received local government cash and in-kind matching funds to go toward our EPA 320 funds for CCMP implementation.","58","5","0","0","0","2","5","0","0","0","30","0","0","0","0","493432","131568","0","0","493432","131568","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","14-AUG-2018 01:18PM","14-AUG-2018 01:20PM"
"37587","2017","WQ-1,BH-1","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - CITY OF ST. PETERSBURG","MICROPLASTICS TAMPA BAY - formalize microplastic monitoring methods, determine baseline concentrations, and explore magnitude of sources/sinks during a two-year pilot program in Tampa Bay. Microplastic concentrations will be measured in surface waters, sediments, wastewater treatment effluent, as well as copepod (micrograzer) and manatee (macrograzer) guts. 
BOYD HILL - This project will consist of modifying existing stormwater channels and back-filling ditches to restore hydrology and create freshwater wetland habitat within Boyd Hill Nature Preserve. The project will also reduce suspended sediment and nutrient transport from urban runoff into Lake Maggiore, which drains into Tampa Bay.","THE CITY OF ST. PETERSBURG PROVIDED SOME OF THE FUNDING FOR THESE TWO PROJECTS.","10","0","0","0","0","45","45","0","0","0","0","0","0","0","0","75000","0","0","0","75000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 08:37AM","-"
